caption	url	Visible	Subjective	Action	Story	Meta	Irrelevant	Other	When	How	Where	Comment
actors attend the westwood premiere	https://media.gettyimages.com/photos/actor-michael-biehn-and-wife-gina-marsh-attend-the-passenger-57-on-picture-id156129788?s=612x612	1	0	0	0	1	0	0	0	1	0	
people specializes in custom skirts .	https://media.istockphoto.com/photos/portrait-of-a-business-woman-picture-id477904806?k=6&m=477904806&s=612x612&w=0&h=AheHuYUSZW0LzsBDM5Hb2Wa_6uiNSq_2g-K8VtsE0MA=	0	0	0	1	0	0	0	0	0	0	
sunset over bodies of water	https://ak2.picdn.net/shutterstock/videos/20188792/thumb/1.jpg	1	0	0	0	1	0	0	1	1	0	
image may contain : person , riding on a horse and outdoor	https://www.gannett-cdn.com/-mm-/1052854958860e276a00cb8c4ba0f6f49275567e/c=115-0-2573-1848&r=x513&c=680x510/local/-/media/2017/06/20/Reno/RGJ/636335643594569031-Reno-Rodeo-Monday-9.JPG	1	0	1	1	1	0	0	0	1	0	
the door to the palace	https://i.pinimg.com/736x/4c/d4/f6/4cd4f6c8d63332d6a46f7765ed377838--asian-design-islamic-designs.jpg	0	0	0	1	0	0	0	0	0	0	
example of a trendy bathroom design	https://i.pinimg.com/736x/83/1a/95/831a95761067dcddad8185f4fc0b758b--dark-wood-bathroom-laundry-room-bathroom.jpg	1	1	0	1	0	0	0	0	0	0	
the home of person is seen .	https://i2-prod.dailyrecord.co.uk/incoming/article2087286.ece/ALTERNATES/s615/Lightning-house.jpg	1	0	0	1	0	0	0	0	0	0	
a tiny house on wheels .	https://i.pinimg.com/736x/02/f8/ba/02f8baab61672519ea530cb81e7f125a--building-a-tiny-house-house-on-wheels.jpg	1	0	0	0	0	0	0	0	0	0	
accommodation type for rent in a villa	http://canarycompany.com/wp-content/uploads/2015/02/Blick-%C3%BCber-den-Pool-zum-Ferienhaus-La-Planta-1.jpg	0	0	0	1	1	0	0	0	1	0	
noble person in the fashion	https://s-media-cache-ak0.pinimg.com/736x/44/e1/a3/44e1a36c5f5b33bc780d20d76cbfa2b5.jpg	0	0	0	1	0	0	0	0	0	0	
another view of the master bedroom	http://www.ty-parc.com/images/rotate/08i.jpg	1	0	0	1	1	0	0	0	0	1	
woman drinking coffee on a cruise ship	http://l7.alamy.com/zooms/25d06c6bd7e34e8eacec584386ca6285/a-woman-enjoys-a-glass-of-wine-at-the-opera-bar-with-the-opera-house-bnx81f.jpg	0	0	1	1	1	0	1	0	1	0	pretty sure that's wine not coffee but who knows, just won't mark true
i want to do this with my curtains !	https://odis.homeaway.com/odis/listing/3bb74a1b-5c44-434f-9c53-e05d812b1e56.c10.jpg	0	0	0	1	0	0	0	0	0	0	
the biggest animal in the world - photo #	http://images.slideplayer.com/24/7539037/slides/slide_68.jpg	0	0	0	0	0	0	1	0	0	0	text/junk
dark purple polygonal illustration , which consist of triangles .	https://thumb9.shutterstock.com/display_pic_with_logo/195/707885992/stock-vector-abstract-background-with-a-geometric-design-707885992.jpg	1	0	0	1	0	0	0	0	0	0	
actor and person on a boat	http://i.dailymail.co.uk/i/pix/2014/07/16/article-2693749-1FABD9FC00000578-921_634x450.jpg	1	0	0	0	0	0	0	0	0	0	
how to choose the best glasses for your face shape	http://www.terripaddock.com/wp-content/uploads/2015/01/ReadingGlasses.jpg	0	0	0	1	0	0	0	0	0	0	
shoes for sale on a market stall	http://l7.alamy.com/zooms/7adc9e45b65b49448532acd17e73305e/decorative-elements-on-the-souk-market-in-the-old-town-medina-in-morocco-hrpnbd.jpg	0	0	0	0	0	1	0	0	0	0	
denim jacket with a floral print	https://i.pinimg.com/736x/a9/e2/6b/a9e26b1a12ad857fed110558def63930--short-natural-hairstyles-big-big.jpg	1	0	0	0	0	0	0	0	0	0	
residents enjoy a picnic on the front porch .	https://ridingthebeertrail.files.wordpress.com/2013/10/img_8117.jpg	1	0	0	1	1	0	0	0	1	0	
sculpture and pyramids at sunset	https://media.gettyimages.com/photos/the-pyramids-backlit-with-sphinx-picture-id87912115?s=612x612	1	0	0	0	1	0	0	1	1	0	
top most expensive houses in the world	https://i.pinimg.com/736x/20/d1/10/20d110825ffc8369bca566f39c9c0985--expensive-homes-most-expensive.jpg	0	0	0	1	0	0	0	0	0	0	
person : the best pizza in the world	https://burpple-2.imgix.net/foods/3d9293f776118b620c41595220_original.?w=645&dpr=1&fit=crop&q=80	0	0	0	1	0	0	0	0	0	0	
he reminds me of an anime character i created	https://i.pinimg.com/736x/83/df/16/83df16ed9cfed355033c50d431b1bc3f--white-eyes-white-fox.jpg	0	0	0	1	0	0	0	0	0	0	
the best desserts in the world	https://s-media-cache-ak0.pinimg.com/736x/ea/77/e9/ea77e902cb194c5db1aaf6d745751358.jpg	0	0	0	1	0	0	0	0	0	0	
this is an example of a rustic wood fence .	https://i.pinimg.com/736x/5c/ae/c1/5caec1799f4c7f1b9a7720526f207f66--wood-fence-gates-wooden-gates.jpg	1	0	0	1	0	0	0	0	0	0	
western christian holiday is coming !	https://i.pinimg.com/736x/00/03/1f/00031fc43be3c10bf9350ec6a6061c6e--kappa-delta-fundraiser.jpg	0	0	0	1	0	0	1	0	0	0	text relevant
a cartoon illustration of a asparagus looking sick .	http://images.clipartof.com/Cartoon-Of-A-Half-Eaten-Cookie-With-A-Face-Royalty-Free-Vector-Illustration-10241185204.jpg	0	0	0	0	0	1	0	0	0	0	junk
a general view of atmosphere .	https://clyffordstillmuseum.org/wp-content/uploads/2014/05/Rstumpf__VisitDenver_IMG_6826_web_2x1-1024x512.jpg	1	0	0	0	1	0	0	0	0	1	
these boots are made for walking	https://i.pinimg.com/736x/3f/34/e9/3f34e9714fa8ed6ac44ddd10d18aad17--fancy-bows-fashion-shoes.jpg	0	0	0	1	0	0	0	0	0	0	
billboard on the street royalty - free	http://l7.alamy.com/zooms/d9eb16bb4eec4faaa0df6b46ef69b3bb/cars-and-buses-travelling-by-the-town-hall-in-chisinau-moldova-b0gjhn.jpg	0	0	0	0	0	1	0	0	0	0	junk
dogs that look like other things - photo #	https://i1.wp.com/www.levelupdogtraining.com/wp-content/uploads/2017/04/DSC_1226.jpg?resize=720%2C479	0	0	0	1	0	0	0	0	0	0	
this is a cup of coffee .	https://i.pinimg.com/736x/9e/bb/4f/9ebb4f94cc733bce27aa2709bfda2659--coffee-cups-weed-pipes.jpg	1	0	0	1	0	0	0	0	0	0	
woman running in the mountains	http://l7.alamy.com/zooms/984c7551a0c942e1bdfe2d388f92e160/a-competitor-runs-down-a-desolate-trail-during-the-salt-flats-100-eh0ymb.jpg	0	0	0	0	0	1	0	0	0	0	
the many faces of person	https://i.pinimg.com/736x/68/57/95/685795a085d19c1a6bb4ec023e1b3cd3--crystal-caves-the-ojays.jpg	1	0	0	0	0	0	0	0	0	0	
a spider on its web .	https://us.123rf.com/450wm/luxfx/luxfx1612/luxfx161200480/66755227-top-view-of-black-widow-spider-with-water-drops-showing-a-long-shadow.jpg?ver=6	1	0	0	0	0	0	0	0	0	0	
a photo of a lion 's mask	https://kpbs.media.clients.ellingtoncms.com/img/photos/2015/12/15/Craft_In_America_Celebration_Liondance_1_t800.jpg?90232451fbcadccc64a17de7521d859a8f88077d	0	0	0	0	0	1	0	0	0	0	junk
a dog of the breed	https://i.pinimg.com/736x/e5/e6/01/e5e601b0dc910d164bfe1f816d8fd5f3--dachshund-art-weiner-dogs.jpg	0	0	0	0	0	0	1	0	0	0	text/junk
i like this idea for the shower room .	https://www.canali.com/media/wysiwyg/Heritage/Gallery/Maglia/The-Gallery-The-Sweater-Preview.jpg	0	0	0	1	0	0	0	0	0	0	
skateboarders take to the skate park .	https://i.pinimg.com/736x/69/12/d1/6912d158762322804386560bbea140ff--the-guys-summer-collection.jpg	1	0	0	1	1	0	0	0	1	0	
image of : how to decorate a bedroom	http://sheholdsdearly.com/wp-content/uploads/2016/08/IMG_0117-1.jpg	0	0	0	1	0	0	0	0	0	0	
all about style , fashion and beauty	https://i.pinimg.com/736x/3a/3f/14/3a3f1414dd7f0c20bef063eb569cb14c--winter-shorts-clothing-sets.jpg	0	0	0	1	0	0	0	0	0	0	
a poster for horror film starring actor .	https://i.pinimg.com/736x/a3/01/46/a30146e1e7164ee377eea0ad7df9c165--milton-glaser-conscience.jpg	0	0	0	0	0	0	1	0	0	0	text/junk
bunk beds for the kids	https://cdn.decoist.com/wp-content/uploads/2016/06/Eclectic-rug-adds-bright-pops-of-color-in-a-refined-fashion-to-the-beach-style-kids-room.jpg	1	0	0	1	0	0	0	0	0	0	
extra large movie poster image for horror film	http://drphiljackson.co.uk/images/cover-web.jpg	0	0	0	0	0	0	1	0	0	0	text/junk
camp in the snow by person on ###px	http://s3-us-west-1.amazonaws.com/outside-found/wp-content/uploads/2016/12/02203928/DSC07887-min-520x400.jpg	1	0	0	1	1	0	0	0	0	1	
greeting card featuring the digital art by person	https://s-media-cache-ak0.pinimg.com/736x/ec/ec/ed/ececed29783891f66912cf8fd0258e0f.jpg	0	0	0	0	0	1	0	0	0	0	junk
little boy smiling at the camera	https://i.pinimg.com/736x/3c/56/e8/3c56e8b09bbbaca97934e811597c2ef3--four-year-old-scouts.jpg	1	0	1	0	1	0	0	0	0	1	
young couple walking on the beach	https://www.lovewaterphoto.com/wp-content/uploads/2015/01/Maui-Couples-Photographer_0004.jpg	1	0	1	0	1	0	0	0	1	0	
carving a pumpkin on a table	http://divaofdiy.com/wp-content/uploads/2015/01/boo-pumpkin-1.jpg	1	0	0	0	0	0	0	0	0	0	
number on the wall of a house	http://l7.alamy.com/zooms/ccbd1bc478f84849887819930c09110f/the-number-twenty-five-on-a-metal-plate-g2ent1.jpg	1	0	0	0	1	0	0	0	1	0	
machine in a production line assembling products	https://ak5.picdn.net/shutterstock/videos/22357135/thumb/1.jpg	1	0	0	0	0	0	0	0	0	0	
an island off the coast	http://l7.alamy.com/zooms/363bd926ee2c412399c70ca954609577/aerial-view-of-the-tropical-island-in-blue-water-of-andaman-sea-cwnf74.jpg	1	0	0	0	1	0	0	0	1	0	
black and white shot of the road	https://www.oh-i-see.com/blog/wp-content/uploads/2015/01/10904834_10100389981436036_157218860_n-e1422317553283.jpg	1	0	0	0	1	0	0	0	0	1	
bathrooms in the rental home	https://i.pinimg.com/736x/6c/d3/93/6cd393464e131c050ff0ecd5beca53e0--beach-bathrooms-master-bathrooms.jpg	1	0	0	0	1	0	0	0	1	0	
the entrance to the cave	https://usercontent1.hubstatic.com/4747114_f520.jpg	1	0	0	0	1	0	0	0	1	0	
fried eggs in a pan	http://lotusrock.com/wp-content/uploads/2016/03/Scrambled-eggs-with-a-Lotus-Rock-frying-pan.jpg	1	0	0	0	0	0	0	0	0	0	
the front of the building .	https://www.washingtonian.com/wp-content/uploads/2013/12/2013-12-10-DSC02730.jpg	1	0	0	0	0	0	0	0	0	0	
actors go for a walk	http://i.dailymail.co.uk/i/pix/2015/11/22/23/2EB5049600000578-0-image-m-4_1448234163769.jpg	0	0	0	0	0	1	0	0	0	0	junk
a snowboarder performs a jump in slow motion	https://ak5.picdn.net/shutterstock/videos/16141915/thumb/1.jpg	0	0	0	1	1	0	0	0	0	1	
a closer look at the front door .	https://i.pinimg.com/736x/28/cf/be/28cfbe5b96f921138edb31de0ecfcb0e--bedroom-divider-room-dividers.jpg	1	0	0	1	1	0	0	0	0	1	
souvenir shop in the old town	http://l7.alamy.com/zooms/7adc9e45b65b49448532acd17e73305e/decorative-elements-on-the-souk-market-in-the-old-town-medina-in-morocco-hrpnbd.jpg	1	0	0	0	1	0	0	0	1	0	
celebrity in a denim jacket	https://i.pinimg.com/736x/f3/b8/d7/f3b8d7c79e73974d2fa6333efcfc40b1--spice-girls-mode-style.jpg	0	0	0	0	0	1	0	0	0	0	
the cover art for the children 's book	http://3.bp.blogspot.com/-pyAcTdcAP8E/VQbZdfxh9BI/AAAAAAAAHcs/jIDQHN747rg/s1600/Home-Printable1.jpg	0	0	0	0	0	1	0	0	0	0	junk
elf on the shelf ideas	https://i.pinimg.com/736x/21/af/a8/21afa843a981692962cf8eb602a1cd10--painted-christmas-ornaments-santa-ornaments.jpg	0	0	0	1	0	0	0	0	0	0	
the fire burns along road .	https://ssl.c.photoshelter.com/img-get/I0000g9.W3os07wg/s/880/880/Copacabana-beach-new-year-SO00018.jpg	0	0	0	0	0	1	0	0	0	0	junk
a fashion look featuring t - shirts , jeans and boots .	https://i.pinimg.com/736x/e8/80/14/e880149d7c6967cafae67ed34f64d9bb--country-wear-country-boots.jpg	1	0	0	1	0	0	0	0	0	0	
hospitality business on the campus	http://dailyorange.com/resize/1000/wp-content/uploads/2017/08/08224252/080817_universityconstruction_paulschlesinger_ape_04.jpg	1	0	0	0	1	0	0	0	1	0	
the bed in the master bedroom	https://i.pinimg.com/736x/30/53/3b/30533b726ef8f9452617802fcfd08d57.jpg	1	0	0	0	1	0	0	0	1	0	
sushi on a black background	http://78.media.tumblr.com/tumblr_l9bcei9h8s1qdqcgxo1_1280.jpg	1	0	0	0	0	0	0	0	0	0	
actor enters show with taping .	https://media.gettyimages.com/photos/laura-harrier-attends-the-louis-vuitton-fashion-show-at-louvre-on-3-picture-id857212782?s=612x612	1	0	0	0	1	0	0	0	1	0	
portrait of a young man	https://c2.staticflickr.com/6/5018/5555010212_1c25585784_b.jpg	1	0	0	0	1	0	0	0	0	1	
morning light on the beach	http://l7.alamy.com/zooms/2f7b4fd120d74cbd818536a5ad4de337/intensely-red-sun-lights-a-pristine-beach-and-dunes-on-the-west-coast-ahgkcd.jpg	1	0	0	0	1	0	0	1	1	0	
an older man in a suit	https://i.pinimg.com/736x/5d/3b/2f/5d3b2ff889b826691cae4313fb075659--reading-online-palmistry.jpg	1	0	0	0	0	0	0	0	0	0	
a grizzly bear foraging for food .	http://www.4corners7seas.com/wp-content/uploads/2016/09/cypress-bear.jpeg?x56174	1	0	1	0	0	0	0	0	0	0	
double bedroom on the first floor	http://www.ty-parc.com/images/rotate/08i.jpg	1	0	0	0	1	0	0	0	1	0	
wedding in a magical corner	http://www.mia-photography.com/wp-content/uploads/2016/10/EmilyAlex-222_Mia-Photography.jpg	1	1	0	0	1	0	0	0	1	0	
person in front of the truck	http://www.waste360.com/sites/waste360.com/files/styles/article_featured_standard/public/Trista%2002%20007_0.jpg?itok=F1eJZsX3	1	0	0	0	0	0	0	0	0	0	
person adds pepper to the mix	https://icdn-1.motor1.com/images/mgl/BBqg6/s1/10-of-the-best-cars-reviewed-in-2015.jpg	0	0	0	0	0	1	0	0	0	0	junk
professional athlete competes in metres heats during day .	http://l7.alamy.com/zooms/3512ebb9c0914d9e81072e77dd1e64ff/max-hess-from-germany-in-action-during-the-triple-jump-at-the-european-hrymm6.jpg	1	0	1	0	1	0	0	1	0	0	
actor as comic book character	https://i.pinimg.com/736x/d4/c9/95/d4c995bf797ab915115478283ba20704--charlie-cox-netflix-series.jpg	0	0	0	0	0	0	1	0	0	0	not meta
the girl on the beach	https://ak5.picdn.net/shutterstock/videos/16145785/thumb/4.jpg?i10c=img.resize(height:160)	1	0	0	0	1	0	0	0	1	0	
animals in photos of the week #	http://2.bp.blogspot.com/-COeRRFA6gCQ/VGZVGcxITvI/AAAAAAABOa8/MioVf1FnACg/s1600/funny-animal-134-23.jpg	1	0	0	0	1	0	0	0	1	0	
photo taken at chase 's on the beach by person	https://pbs.twimg.com/media/DMI_aXGVoAA0pn7.jpg	0	0	0	0	1	0	0	0	1	1	
photo of people in the greenhouse	http://atlantahomesmag.com/wp-content/uploads/2017/11/Chefs-in-garden-640x427.jpg	1	0	0	0	1	0	0	0	1	0	
beautiful girl reading a book in the library	https://ak9.picdn.net/shutterstock/videos/25028069/thumb/1.jpg?i10c=img.resize(height:160)	1	1	1	0	1	0	0	0	1	0	
football player celebrates scoring his team 's second goal during the match .	http://i.dailymail.co.uk/i/pix/2015/04/20/11/27C04EA300000578-3046821-image-m-21_1429524479170.jpg	0	0	0	0	0	1	0	0	0	0	
the team at the grand opening .	https://accidentalwisdomblog.files.wordpress.com/2014/11/thanksgiving2013.jpg	0	0	0	1	1	0	0	0	1	0	
close up of biological species	http://slideplayer.com/1739458/7/images/81/Mating+in+terrestrial+worms%3A+Worms+usually+mate+at+night+in+late+summer%2C+but+will+mate+other+times+if+the+conditions+are+favorable..jpg	0	0	0	0	0	0	1	0	0	0	text
a model walks the runway at the fashion show during event .	https://media.istockphoto.com/photos/girl-in-white-clothes-holds-a-basket-of-christmas-decorations-picture-id626070400?k=6&m=626070400&s=612x612&w=0&h=f1PxfvIbhQmUFlzdStCCHRhJtRHcW6tJjQ__IWjpnMA=	0	0	0	0	0	1	0	0	0	0	
property image # large property , located opposite the beach , the center .	https://odis.homeaway.com/odis/listing/650b6691-7d3a-4ed0-948c-557b50ce906f.c10.jpg	0	0	0	1	1	0	0	0	1	0	
actor and person attend the wrap party	https://media.gettyimages.com/photos/actor-michael-biehn-and-wife-gina-marsh-attend-the-passenger-57-on-picture-id156129788?s=612x612	1	0	1	0	1	0	0	0	1	0	
# of the pitches against sports team .	http://s3.amazonaws.com/ogden_images/www.post-journal.com/images/2017/07/30233627/Markey-Throw-Sunday.jpg	0	0	0	1	0	0	0	0	0	0	
actor is photographed at festival	https://media.gettyimages.com/photos/actor-danny-mcbride-poses-for-a-portraits-at-the-2015-sundance-film-picture-id463086370?s=612x612	0	0	0	0	0	1	0	0	0	0	
pop artist performs at show	http://i.dailymail.co.uk/i/pix/2015/12/09/06/2F3230F500000578-3352157-image-a-31_1449643544710.jpg	1	0	1	0	1	0	0	0	1	0	
interior view of the kitchen	https://nz3.architecturemedia.net/site_media/media/cache/8d/82/8d827d7617395920f50e7a394c67e559.jpg	0	0	0	0	1	0	0	0	1	1	
close up of the floor	https://s-media-cache-ak0.pinimg.com/736x/6d/0e/63/6d0e63791348baaa3f3b4d6d170a5b0d.jpg	0	0	0	0	0	0	1	0	0	0	text
person performs live during a concert .	https://media.gettyimages.com/photos/singer-cherise-performs-during-the-david-foster-dinner-at-bon-appetit-picture-id109636440?s=612x612	1	0	1	0	1	0	0	1	0	0	
extra large movie poster image for horror film	http://drphiljackson.co.uk/images/cover-web.jpg	0	0	0	0	0	0	1	0	0	0	text
view from the southeast - full - height view	https://i.pinimg.com/736x/7e/5a/44/7e5a441e95bbea0d7db3607390ed2ef9--homestead-house-old-bricks.jpg	0	0	0	0	1	0	0	0	1	1	
a view down river in the centre	https://media.gettyimages.com/photos/the-river-cam-is-lined-with-young-couples-the-morning-after-the-may-picture-id77826980?s=612x612	1	0	0	0	1	0	0	0	0	1	
a painting of an old car	https://s-media-cache-ak0.pinimg.com/736x/ff/be/c9/ffbec9c114b33297e583e1a7d54eba36.jpg	1	0	0	0	0	0	0	0	0	0	
hard rock artist of hard rock artist performs live on stage	https://media.gettyimages.com/photos/nick-cave-of-grinderman-performs-live-on-stage-during-the-second-of-picture-id119772691	1	0	1	0	1	0	0	0	1	0	
cherry blossoms in the park	https://www.learner.org/jnorth/images/graphics/monarch/Monarch_SMathews.jpg	1	0	0	0	1	0	0	0	1	0	
view from the master bedroom	https://odis.homeaway.com/odis/listing/d7f21376-2fce-4261-87f7-37f391b506ad.c10.jpg	0	0	0	0	1	0	0	0	1	1	
playing guitar in a dark room	https://www.superprof.us/blog/file/2017/06/learning-the-guitar-is-easy-700x470.jpg	0	0	1	0	1	0	0	0	1	0	
the tallest building in the world	http://l7.alamy.com/zooms/fe6d6bba8b174e68b6422979f245fa70/a-man-takes-a-picture-with-his-phone-of-the-taipei-101-tower-at-night-jfbwca.jpg	0	0	0	1	0	0	0	0	0	0	
person in industry - leaving the gym	http://www.gotceleb.com/wp-content/uploads/photos/alessandra-ambrosio/leaving-traci-anderson-gym-in-brentwood/Alessandra-Ambrosio-in-Tights-and-Sports-Bra--04-662x993.jpg	0	0	1	1	1	0	0	0	1	0	
olympic athlete at the competition .	https://ssl.c.photoshelter.com/img-get2/I0000VTPZCRX1Lm0/fit=1000x750/Olympia2009-Finals-0174MB2.jpg	1	0	0	0	1	0	0	0	1	0	
photo taken at person by person	https://i.pinimg.com/736x/4b/11/22/4b11220b25e71533d18d2de8c699f965--krieger-martinis.jpg	0	0	0	0	1	0	0	0	1	1	
this is an example of a contemporary backyard landscaping .	https://st.hzcdn.com/fimgs/44f17e2b0229e47c_2961-w500-h666-b0-p0--.jpg	0	0	0	1	0	0	0	0	0	0	
close up of the roof .	https://i.pinimg.com/736x/02/f8/ba/02f8baab61672519ea530cb81e7f125a--building-a-tiny-house-house-on-wheels.jpg	0	0	0	0	0	1	0	0	0	0	
this is a picture of the landscape .	https://i.pinimg.com/736x/98/3e/a2/983ea26f8811e0df8e2f59914f0c6b90--girly-things-random-things.jpg	0	0	0	0	0	0	1	0	0	0	text
table setting for a lunch	http://www.ikea.com/ms/media/roomsettings/ideas/20163/201630_idki02a/201630_idki02a_hs04_PH133304.jpg	0	0	0	1	0	0	0	0	0	0	
aerial view on a sunny day	https://ak0.picdn.net/shutterstock/videos/28780570/thumb/1.jpg	0	0	0	0	1	0	0	1	0	1	
hiker on top of a mountain at sunset	http://l7.alamy.com/zooms/b264e67aafd94a5db78f26b6d09ae88d/woman-hiker-on-a-top-of-a-mountain-h8nb5e.jpg	1	0	0	0	1	0	0	1	1	0	
mountain range on a sunny day	https://images2.bovpg.net/fw/back/uk/sale/8b176738245ebe.jpg	1	0	0	0	1	0	0	1	0	0	
a woman walks her dog along tourist attraction .	http://www.abc.net.au/news/image/8198836-3x2-700x467.jpg	1	0	1	0	1	0	0	0	1	0	
a general view of atmosphere .	https://i.pinimg.com/736x/17/3a/e1/173ae109293f92dd1cc3a8bbac0df314--trip-to-disney-world-walt-disney-world.jpg	0	0	0	0	0	0	1	0	0	0	text
free range chickens in a chicken coop	https://ak0.picdn.net/shutterstock/videos/14243300/thumb/1.jpg	0	0	0	0	1	0	0	0	1	0	
pineapple growing in a farm	http://c8.alamy.com/comp/DJ0A9M/leaves-and-fruit-of-the-screw-pine-pandanus-fascicularis-DJ0A9M.jpg	1	0	0	0	1	0	0	0	1	0	
players celebrate a try during the round match .	http://media2.intoday.in/indiatoday/images/stories/kabaddi_090514035327.jpg	1	0	1	0	1	0	0	1	0	0	
models walk the runway at the show during mercedes benz fashion week istanbul fw## .	https://i.pinimg.com/736x/a2/fc/b6/a2fcb6e64fc84d31b3b50ae7887c57a7--sari-dress-teen-dresses.jpg	0	0	0	0	0	1	0	0	0	0	
a snowboarder performs a jump in slow motion	https://ak5.picdn.net/shutterstock/videos/16141915/thumb/1.jpg	0	0	0	0	0	1	0	0	0	0	junk
view product image in popup	http://3.bp.blogspot.com/-pyAcTdcAP8E/VQbZdfxh9BI/AAAAAAAAHcs/jIDQHN747rg/s1600/Home-Printable1.jpg	0	0	0	0	0	0	1	0	0	0	text
celebrity speaks onstage during awards	https://media.gettyimages.com/photos/ariadne-daz-speaks-on-stage-during-the-mtv-millennial-awards-2014-at-picture-id453553516?s=612x612	1	0	1	0	1	0	0	0	1	0	
a model walks the runway at the summer fashion show during fashion week .	https://i.pinimg.com/736x/3e/3f/f1/3e3ff1de5e57b0e9610a100b517fc6b2--director-spring-collection.jpg	1	0	1	0	1	0	0	1	1	0	
actors in a scene from the movie	http://l7.alamy.com/zooms/d2fb9cef71114985ab38717429014dc1/the-actors-eli-macgraw-and-ryan-oneal-in-a-scene-from-the-movie-love-f50tfk.jpg	0	0	0	1	0	0	0	0	0	0	
baseball player throws against sports team during the first inning of a baseball game .	https://www.ocregister.com/wp-content/uploads/2017/08/astros-angels-baseball_24384535_7298186.jpg?w=620	1	0	1	0	1	0	0	1	0	0	
