caption	url	Visible	Subjective	Action	Story	Meta	Irrelevant	Other	When	How	Where	Comment
a fishing boat on the isle at sunset	http://l7.alamy.com/zooms/7aa6d5a8ee3849349c665fe36e8c6c01/a-fishing-boat-in-myrina-on-the-isle-of-lemnos-greece-at-sunset-cxtg60.jpg	1	0	0	0	0	0	0	0	0	0	
climbing the mountains is rewarding	https://i.imgur.com/FW9QcjZr.jpg	0	1	0	0	0	0	0	0	0	0	
vector image - man with a gun pointing silhouette isolated on white background	https://thumb1.shutterstock.com/display_pic_with_logo/404644/266248034/stock-vector-vector-image-man-with-a-gun-pointing-silhouette-isolated-on-white-background-266248034.jpg	1	0	0	0	0	0	0	0	0	0	
the bride and groom holding hands during their wedding ceremony .	https://images.easyweddings.com.au/s3/ew-image-global/Live/ImageUploader/crop-9aeb3606-6e00-3ee1-235a-412f91f0aa46-e3e08bb1-6f4d-4750-b981-64d645ec6ccd.jpg?quality=80&format=jpg&mode=crop&crop=20,20,-20,-20&scale=both&width=600&height=600	1	0	0	0	0	0	0	0	0	0	
a boat , a signpost and constitutional republic across the water .	http://www.seat31b.com/wp-content/uploads/2014/02/537558_10152303870155276_1407709571_n1.jpg	1	0	0	0	0	0	0	0	0	0	
bowling ball crashing into the pins on white .	https://us.123rf.com/450wm/3dmavr/3dmavr1501/3dmavr150100110/35803856-bowling-ball-crashing-into-the-pins-on-white-3d-render-image-.jpg?ver=6	1	0	1	0	0	0	0	0	0	0	
clouds in shape of the letter c on background	https://thumb10.shutterstock.com/display_pic_with_logo/549697/633851663/stock-vector-clouds-in-shape-of-the-letter-c-on-blue-background-633851663.jpg	1	0	0	0	0	0	0	0	0	0	
comic book character about to transform into person - original art from the anime	https://i.pinimg.com/736x/80/00/30/800030d468decdaee338eddfac60a584--sailor-princess-sailor-moon.jpg	1	0	0	1	0	0	0	0	0	0	
space in the stars download	https://www.music-bazaar.com/album-images/vol30/1119/1119959/2986606-big/Ascending-To-The-Stars-cover.jpg	1	0	0	0	1	0	1	0	0	0	text, image is too large
sunrise at the river behind the farmhouse	https://www.101india.com/sites/default/files/image-upload/blogs/TravelandFood/29NovSecretDevkundWaterfalls/Inline%204%20%3C%20Sunrise%20at%20the%20river%20behind%20the%20farmhouse%20%3E.jpg	1	0	0	1	0	0	0	0	0	0	
the train passing the bridge over river that flows between districts	http://c8.alamy.com/comp/JWBFJH/the-train-passing-the-bridge-over-capilano-river-that-flows-between-JWBFJH.jpg?h=640	1	0	0	0	0	0	0	0	0	0	
polar bear in the wild	http://c8.alamy.com/comp/KH8GCX/polar-bear-in-the-wild-KH8GCX.jpg	0	1	0	0	0	0	0	0	0	0	
unbuilt design for the front facade	http://78.media.tumblr.com/e5975f0371f863184cc0fbaf4e372664/tumblr_n5f2dnc84h1qgpvyjo1_1280.jpg	1	0	0	0	0	0	0	0	0	0	
a woman holds one of her chickens	http://l7.alamy.com/zooms/5f139bb3a71c411da637566a9ad40d90/a-woman-holds-one-of-her-chickens-hy89my.jpg	1	0	1	0	0	0	0	0	0	0	
actors watch event from a window .	https://media.gettyimages.com/photos/antonio-banderas-and-wife-melanie-griffith-watch-the-83rd-annual-picture-id93438102	1	0	0	0	0	0	0	0	0	0	
actor unveils his wax figure	https://media.gettyimages.com/photos/spanish-the-actor-jorge-sanz-unveils-his-wax-figure-at-the-wax-museum-picture-id891665522	1	0	0	0	1	0	0	0	0	0	
a freestyle skier charges down a beautiful snow covered mountain in slow motion	https://ak3.picdn.net/shutterstock/videos/7414963/thumb/1.jpg	0	0	0	0	0	1	1	0	0	0	there is no skiier
actor arrives at the premiere .	https://media.gettyimages.com/photos/actor-milton-welsh-arrives-at-the-premiere-of-lionsgate-films-conan-picture-id530018738	0	0	0	1	0	0	0	0	0	0	
actor embraced the80s with her hair and outfit	http://i.dailymail.co.uk/i/pix/2017/10/01/21/44ECF2E000000578-4938724-image-a-23_1506889732925.jpg	1	0	0	1	0	0	0	0	0	0	
our favorite member , who placed second in the class , behind person .	http://www.todayscyclecoverage.com/wordpress/wp-content/uploads/2017/04/2017-0408-CA-SCFTA-Rd2-PHOTO-ZB-Ken-Shilling-26.jpg	0	0	0	0	0	1	0	0	0	0	
person in action during soccer league .	https://media.gettyimages.com/photos/trent-alexanderarnold-of-england-u21-in-action-during-the-uefa-under-picture-id845256460	1	0	1	0	0	0	0	0	0	0	
young man standing on a meadow with raised hands stock photo	https://us.123rf.com/450wm/mihtiander/mihtiander1111/mihtiander111100373/11540962-young-man-standing-on-a-meadow-with-raised-hands.jpg	1	0	0	0	0	0	0	0	0	0	
illustration of film character for speculative fiction book .	https://i.pinimg.com/736x/23/d9/1d/23d91d2501c51cbb62ebcc6344c9d851--english-book-arthur-rackham.jpg	0	0	0	1	0	0	0	0	0	0	
vector with worried look on his face	https://vecto.rs/600/vector-of-a-stressed-out-st-paddys-day-cartoon-leprechaun-with-worried-look-on-his-face-by-zooco-42771.jpg	1	0	0	0	0	0	0	0	0	0	
person likely is trying to forget his last weekends of racing .	http://guaranteedmx.com/wp-content/uploads/2016/11/photo-bomb-calgary-7.jpg	0	0	0	1	0	0	0	0	0	0	
the building and illuminated , part of the combined system	http://l7.alamy.com/zooms/c583fd281c8d4b95a8608b99b3fbbb2b/the-no1-angel-square-building-and-illuminated-earth-tubes-part-of-fdctbh.jpg	1	0	0	1	0	0	0	0	0	0	
vector set of made in the labels .	https://thumb7.shutterstock.com/display_pic_with_logo/3347024/535032319/stock-vector-vector-set-of-made-in-the-georgia-labels-approved-product-original-product-stamps-label-design-535032319.jpg	0	0	0	0	0	1	0	0	0	0	
singer performs live during a concert at the astra .	https://media.gettyimages.com/photos/singer-joe-newman-of-altj-performs-live-during-a-concert-at-the-astra-picture-id162463365	1	0	0	0	1	0	0	0	0	0	
a baby - q themed cake for this little princess !	https://i.pinimg.com/736x/f6/8c/1f/f68c1fe58f73470b9a67637eb3de0213--bbq-baby-shower-cakes-baby-bbq-cake.jpg	1	0	0	1	0	0	0	0	0	0	
a long exposure on an overcast day at a beach	https://static1.squarespace.com/static/551c0102e4b0440bd845ec0c/5528924ae4b0f229a0dedfe6/55a29a61e4b03e81883b5919/1436719715208/DGPstock-landscapes-105.jpg?format=500w	1	0	0	0	1	0	0	0	0	0	
driving on a road at night seamless loop	https://ak7.picdn.net/shutterstock/videos/6732877/thumb/1.jpg?i10c=img.resize(height:160)	0	0	0	1	0	0	0	0	0	0	
seamless looping 3d animated futuristic motherboard and data tunnel with industry in resolution	https://ak6.picdn.net/shutterstock/videos/33457216/thumb/3.jpg	1	0	0	0	0	0	0	0	0	0	
actors at awards , where actor was honoured .	https://1v1d1e1lmiki1lgcvx32p49h8fe-wpengine.netdna-ssl.com/wp-content/uploads/2016/12/carrie-debbie-sag-awards.jpg	1	0	0	1	0	0	0	0	0	0	
the frontal facade as seen from the sidewalk .	https://www.emporis.com/images/show/866164-Large-fromfaraway-the-frontal-facade-as-seen-from-the-atlantic-street-sidewalk.jpg	1	0	0	0	0	0	0	0	0	0	
a minimalist photo of a bicycle parked near a bench against a yellow wall	https://2.bp.blogspot.com/-VDevoepnxMg/Vv69gZ8e0mI/AAAAAAAAEPc/AgqbkPzh9gMreOMedQ3IpUnzUKuYvPeaQ/s1600/minimalist-minimalism-minimalistic-photography-lessismore-prakash-ghai-bicycle-bench-lines.jpg	1	0	0	0	0	0	0	0	0	0	
group shot of crew , all lost in the disaster .	http://www.stand-upcomedyworkshop.com/audition/imagesAudition/imagesJoanRivers/challengerGroupShotWithNamesOfCrew.jpg	1	0	0	0	0	0	1	0	0	0	text
the light - colour interior with the furniture of take me home	http://img.archiexpo.com/images_ae/projects/images-om/35716-10432099.jpg	0	0	0	1	0	0	0	0	0	0	
portrait of a man with a skull in the left hand	http://www.frans-hals.org/thumbnail/380000/380964/mini_large/Portrait-Of-A-Man-With-A-Skull-In-The-Left-Hand.jpg?ts=1459229076	1	0	0	0	0	0	0	0	0	0	
actor and film writer attend premiere during festival	https://media.gettyimages.com/photos/sharon-stone-and-kevin-goetz-attend-the-search-premiere-during-the-picture-id492612995?s=612x612	1	0	0	0	1	0	0	0	0	0	
example of a trendy bathroom design	https://st.hzcdn.com/fimgs/377139a601a50dd8_1831-w500-h400-b0-p0--.jpg	1	0	0	0	0	0	0	0	0	0	
a human skull found in brick .	http://brick.shorebeat.com/wp-content/uploads/2016/03/img_5226-1.jpg	1	0	0	1	0	0	0	0	0	0	
view the city of landscape photography	https://s-media-cache-ak0.pinimg.com/originals/c5/ce/66/c5ce66fb8db60a7fb32260f969f0e1d9.jpg	1	0	0	0	0	0	0	0	0	0	
a woman sits on a surfboard in the ocean with a blue sky	https://media.gettyimages.com/photos/woman-sits-on-a-surfboard-in-the-ocean-with-a-blue-sky-picture-id557853467?s=612x612	1	0	0	0	0	0	0	0	0	0	
person says he is a hands - on person at work -- literally so , when it comes to his schedule .	https://www.thenational.ae/image/policy:1.150223:1499290929/image/jpeg.jpg?f=4x3&w=1024&$p$f$w=5bccb59	0	0	0	1	0	0	0	0	0	0	
bird playing catch with a tennis ball	https://cdn.images.express.co.uk/img/dynamic/128/590x/secondary/Tennis-bird-745566.jpg	0	0	1	1	0	0	0	0	0	0	
festive and fabulous : she also made this ugly sweater for herself , constructed completely made out of garland and decorated with string lights	http://i.dailymail.co.uk/i/pix/2017/12/28/18/4799855800000578-5218297-image-a-72_1514484557883.jpg	0	1	0	1	0	0	0	0	0	0	
biological genus splashing into the water at sunset	http://l7.alamy.com/zooms/8ccd422490fa444988d7d05e5b983f34/bottlenose-dolphin-splashing-into-the-water-at-sunset-honduras-bmetad.jpg	1	0	1	0	0	0	0	0	0	0	
what 's the story ? by person .	http://www.artsnownc.com/wp-content/uploads/2017/01/011-5.jpg	0	0	0	1	0	1	1	0	0	0	not sure if there is a relation between text and image
pile of christmas gifts gift pile under western christian holiday	http://bloximages.newyork1.vip.townnews.com/elpasoinc.com/content/tncms/assets/v3/editorial/1/2e/12ed48be-2a69-11e1-a546-001a4bcf6878/4eef77f189336.image.jpg	1	0	0	0	0	0	0	0	0	0	
like diamonds from the sky , windblown ice crystals from the branches of spruce trees fall on palpable sunlight	https://ak6.picdn.net/shutterstock/videos/3125386/thumb/1.jpg	0	1	0	0	0	0	0	0	0	0	
evening ashore on the island	https://ak8.picdn.net/shutterstock/videos/16647178/thumb/1.jpg	1	0	0	0	1	0	0	0	0	0	
meet psychedelic rock artist up close in new exhibit	https://bloximages.newyork1.vip.townnews.com/qconline.com/content/tncms/assets/v3/editorial/5/cd/5cd60755-9f92-56d5-82d6-acc83288d0ba/58c35c5fab6e3.image.jpg	0	0	0	1	0	0	0	0	0	0	
an attic bedroom with bedding in the same pattern but different colors .	https://i.pinimg.com/736x/7b/b8/25/7bb8259c9ec7ddad7d76a085d4fdbe91--attic-bedrooms-boy-bedrooms.jpg	1	0	0	0	0	0	0	0	0	0	
emergency personnel respond to a crash on thursday , march	https://cdn.newsday.com/polopoly_fs/1.13310804.1490356093!/httpImage/image.jpeg_gen/derivatives/landscape_768/image.jpeg	1	0	0	1	0	0	0	0	0	0	
person wore a wedding gown .	https://i.pinimg.com/736x/ec/8e/61/ec8e61d85a0894bd559a9c69a7ebb0cd--augusta-jones-wedding-gowns-carriage-house.jpg	1	0	0	0	0	0	0	0	0	0	
a general view of the streets	https://media.gettyimages.com/photos/general-view-of-the-streets-near-oslo-central-station-on-march-03-picture-id666694358?s=612x612	1	0	0	0	0	0	0	0	0	0	
mold growing on ceiling in bathroom	https://media-cdn.tripadvisor.com/media/photo-s/06/58/ee/bf/green-mold-growing-on.jpg	0	0	0	1	0	0	0	0	0	0	
animal with rider beating the water to foam with front leg	http://l7.alamy.com/zooms/2f689a48bd1347c5a2a890139ed5d613/friesian-horse-with-rider-in-the-baltic-sea-beating-the-water-to-foam-d2hkfx.jpg	1	0	1	0	0	0	0	0	0	0	
actor in a suit i customized for him last night .	https://i.pinimg.com/736x/c6/d8/fa/c6d8fac06f5152d55806dad768e8d0fa--jonah-hill-wolf-of-wall-street.jpg	1	0	0	1	0	0	0	0	0	0	
alternative country artist performs live on stage during a concert .	http://media.gettyimages.com/photos/singersongwriter-jason-isbell-performs-live-on-stage-during-a-concert-picture-id871817470	1	0	0	0	1	0	0	0	0	0	
kitten playing with a dog	https://ak6.picdn.net/shutterstock/videos/12213116/thumb/1.jpg	0	0	1	0	0	0	0	0	0	0	
you 'd have to work hard to spot this mouse in the brickwork !	https://i.pinimg.com/736x/ce/7c/da/ce7cda3459f016f846c2d6f8a9e844aa--brick-art-brick-walls.jpg	0	0	0	1	0	0	0	0	0	0	
biological species at the start of an open weekend at his home	https://media.gettyimages.com/photos/ben-a-bengal-eagle-owl-at-the-start-of-an-open-weekend-at-his-home-picture-id835311730?s=612x612	0	0	0	1	0	0	0	0	0	0	
figure skaters pose with figure skater	https://media.gettyimages.com/photos/figure-skaters-michelle-kwan-and-tara-lipinski-pose-with-chinese-lu-picture-id576826454?s=612x612	1	0	1	0	0	0	0	0	0	0	
a good suitcase can make or break someone 's trip .	https://img.buzzfeed.com/buzzfeed-static/static/2014-11/26/11/enhanced/webdr05/longform-original-7742-1417017747-4.jpg?downsize=715:*&output-format=auto&output-quality=auto	0	1	0	1	0	0	0	0	0	0	
new grunge rubber stamp with the text like vector	https://us.123rf.com/450wm/ylivdesign/ylivdesign1307/ylivdesign130700019/20854039-new-grunge-rubber-stamp-with-the-text-like.jpg?ver=6	1	0	0	0	0	0	0	0	0	0	
skyline with buildings in the background and several fishing boats stationed in the bay	http://l7.alamy.com/zooms/7955ca98c4ba4fdeb829394d3eefc70f/panama-city-skyline-with-buildings-in-the-background-and-several-fishing-e6rp72.jpg	1	0	0	0	0	0	0	0	0	0	
her eyes look so cute with this makeup and my hair was these exact colors before	https://i.pinimg.com/736x/62/e0/32/62e032c04490be865d84751c6ec488e7--hairstyle-ideas-hair-ideas.jpg	0	1	0	1	0	0	0	0	0	0	
people on a rocky beach	https://ak1.picdn.net/shutterstock/videos/26393921/thumb/1.jpg	1	0	0	0	0	0	0	0	0	0	
tropical home on stilts over water of the sea	https://image.shutterstock.com/z/stock-photo-tropical-home-on-stilts-over-water-of-the-caribbean-sea-113409589.jpg	1	0	0	0	0	0	0	0	0	0	
grand opening to a room	http://st.houzz.com/simgs/1ac159bc0f30262f_8-7393/traditional-hall.jpg	1	0	0	0	0	0	0	0	0	0	
a small dog standing at the base of a cliff near the sea	http://l7.alamy.com/zooms/7dc01ec016b24b2398af56bce0d85bfd/a-small-dog-standing-at-the-base-of-a-cliff-near-the-sea-eygw1h.jpg	1	0	0	0	0	0	0	0	0	0	
dog with his puppies in the winter park	https://ak8.picdn.net/shutterstock/videos/25126808/thumb/1.jpg	1	0	0	0	0	0	0	0	0	0	
nurse holding an oxygen mask on a patient while looking at camera	http://l7.alamy.com/zooms/978cc089b38f46dfb185be7047c61da5/nurse-holding-an-oxygen-mask-on-a-patient-while-looking-at-camera-ep34hf.jpg	1	0	1	0	0	0	0	0	0	0	
the theme was loosely inspired by nursery .	https://deliahauser.files.wordpress.com/2013/05/invitation-front.jpg	0	0	0	1	0	0	0	0	0	0	
map with two layers venture funded company - create an us map with pins	https://i.ytimg.com/vi/pRteWMTjpXo/maxresdefault.jpg	1	0	0	1	0	0	0	0	0	0	
man , signs autographs for the fans	https://cdn-6.motorsport.com/images/mgl/2QvVxJPY/s8/f1-japanese-gp-2017-kevin-magnussen-haas-f1-signs-autographs-for-the-fans.jpg	1	0	1	0	0	0	0	0	0	0	
painting artist - the plain	http://farm9.static.flickr.com/8351/8314106574_a85229eef0.jpg	1	0	0	0	0	0	0	0	0	0	
how to assess the authenticity of a watch	https://watchesyoucanafford.com/wp-content/uploads/2017/07/Authenticity-of-a-Watch.jpg	0	0	0	1	0	0	0	0	0	0	
ice hockey player winds up for a swing in front of the net during a game	https://media.gettyimages.com/photos/canadian-hockey-player-doug-risebrough-of-the-calgary-flames-winds-up-picture-id53266111?s=612x612	1	0	1	0	0	0	0	0	0	0	
royals & monarch and noble person hosted a reception in honor .	https://i.pinimg.com/736x/10/6d/a7/106da71369f0d788f3138462f21a7989--monaco-grand-prix-formula-.jpg	0	0	0	1	0	0	0	0	0	0	
logo - a pair of red socks hanging	https://i.pinimg.com/736x/6d/32/a1/6d32a111705dce9aa2c4c739c2af858c--boston-sports-boston-red-sox.jpg	1	0	0	0	0	0	0	0	0	0	
clouds and blue sky from a drone	https://ak6.picdn.net/shutterstock/videos/32013316/thumb/1.jpg?i10c=img.resize(height:160)	1	0	0	1	0	0	0	0	0	0	
cute kitten in a cup .	https://thumb7.shutterstock.com/display_pic_with_logo/3361109/497006281/stock-vector-cute-kitten-in-a-cup-cup-and-marshmallows-vector-illustration-for-greeting-card-poster-or-print-497006281.jpg	1	1	0	0	0	0	0	0	0	0	
rare signed necklace , brooch and earring set .	https://i.pinimg.com/736x/31/d2/d5/31d2d5b74194c1b90ae1b560fa267f01--crystal-beads-earring-set.jpg	1	0	0	1	0	0	0	0	0	0	
cartoon drawing of a man on a tightrope	https://sydneylivingmuseums.com.au/sites/default/files/styles/heroimages/public/Marvellous%20Fun.jpg?itok=A2Hs6S5x	1	0	0	0	0	0	0	0	0	0	
visible the bird house is one of many that invite a wide variety of birds into the garden .	https://travelinbride.files.wordpress.com/2009/08/nari-twr-birdhs-3897.jpg?w=600&h=400	0	0	0	1	0	0	0	0	0	0	
early winter sunset on the skyline	https://media.gettyimages.com/photos/early-winter-sunset-on-the-skyline-of-puebla-city-mexico-picture-id503176048?s=612x612	1	0	0	1	0	0	0	0	0	0	
actor and film director at the premiere during festival	https://media.gettyimages.com/photos/charlotte-gainsbourg-kirsten-dunst-and-director-lars-von-trier-at-the-picture-id524662010?s=612x612	1	0	0	0	0	0	0	0	0	0	
cute cartoon baby boy and a bird on a blue background illustration	https://us.123rf.com/450wm/reginast777/reginast7771703/reginast777170300012/72981140-cute-cartoon-baby-boy-and-a-bird-on-a-blue-background.jpg?ver=6	1	1	0	0	0	0	0	0	0	0	
vector card with a romantic theme .	https://thumb7.shutterstock.com/display_pic_with_logo/3442163/404167609/stock-vector-vector-card-with-a-romantic-theme-spring-love-birds-sitting-on-a-tree-404167609.jpg	1	1	0	0	0	0	0	0	0	0	
general view at the debut	https://media.gettyimages.com/photos/general-view-at-the-sv-yachts-alpha-debut-at-the-deck-at-island-on-picture-id634716072?s=612x612	0	0	0	1	0	0	0	0	0	0	
person surprises person with a juicy watermelon .	https://i.pinimg.com/736x/72/e5/2b/72e52ba7df0eeed3b946c88e93adad14--watermelon-juicy.jpg	1	1	0	0	0	0	0	0	0	0	
what does deity look like image showing man 's hands praying	https://i2.wp.com/patrickoben.com/wp-content/uploads/2017/06/what-does-holy-spirit-look-like-devotional.jpg?fit=800%2C533&ssl=1	0	0	0	1	0	0	0	0	0	0	
a graphical composition of a flock of storks , silhouetted against the sky	http://l7.alamy.com/zooms/12f809031ede4167b4dd6650d68b7e4c/a-graphical-composition-of-a-flock-of-storks-silhouetted-against-the-ehbj80.jpg	1	0	0	0	0	0	0	0	0	0	
a remote waterfall in the deep woods .	https://ssl.c.photoshelter.com/img-get2/I0000PCgTB5G1754/fit=1000x750/09909-Water-Music.jpg	0	1	0	0	0	0	0	0	0	0	
politician , center , walks with military person , right , the commanding general	http://l7.alamy.com/zooms/1e5ecc1d3fbe4d85aa91edd0e45b35d4/us-secretary-of-defense-leon-panetta-center-walks-with-army-maj-gen-e1hkmp.jpg	0	0	0	1	0	0	0	0	0	0	
cute dog with leash is waiting for walk in front of the house	http://l7.alamy.com/zooms/6a4533bcb0d6437cbfa10e60622a8d96/cute-dog-labrador-retriever-with-leash-is-waiting-for-walk-in-front-j44dhj.jpg	1	1	0	0	0	0	0	0	0	0	
view of the shrimp boat	https://www.floridamemory.com/fpc/folklife/fs86322.jpg	0	0	0	1	0	0	0	0	0	0	
building function with a statue of person	http://c8.alamy.com/comp/KHKF6N/the-tasman-monument-with-a-statue-of-abel-tasman-at-salamanca-place-KHKF6N.jpg	1	0	0	0	0	0	0	0	0	0	
tickets were free to debut concert as music director saturday .	https://www.ocregister.com/wp-content/uploads/migration/kr0/kr073q-b78553099z.120091004113523000gg1k1t89.2.jpg?w=620	0	0	0	1	0	0	0	0	0	0	
